time_ms,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
1.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
2.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
3.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
4.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
5.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
6.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
7.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
8.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
9.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
10.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
11.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
12.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
13.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
14.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
15.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
16.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
17.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
18.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
19.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
20.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
21.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
22.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
23.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
24.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
25.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
26.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
27.0,-1,-1,0,-1,0,-2,0,0,2,0,-1,-1
28.0,-1,-1,0,-1,0,-2,0,0,2,0,-1,-1
29.0,-1,-1,0,-1,0,-2,0,0,2,0,-1,-1
30.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
31.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
32.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
33.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
34.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
35.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
36.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
37.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
38.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
39.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
40.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
41.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
42.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
43.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
44.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
45.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
46.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
47.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
48.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
49.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
50.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
51.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
52.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
53.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
54.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
55.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
56.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
57.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
58.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
59.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
60.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
61.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
62.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
63.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
64.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
65.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
66.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
67.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
68.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
69.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
70.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
71.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
72.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
73.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
74.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
75.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
76.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
77.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
78.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
79.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
80.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
81.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
82.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
83.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
84.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
85.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
86.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
87.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
88.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
89.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
90.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
91.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
92.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
93.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
94.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
95.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
96.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
97.0,0,-1,0,-1,0,-2,0,0,2,0,-1,-1
98.0,0,-1,0,-1,0,-2,0,0,2,0,-1,0
99.0,0,-1,0,-1,0,-2,0,0,2,0,-1,0
100.0,0,0,0,-1,0,-2,0,0,2,0,-1,0
101.0,0,0,0,-1,0,-2,0,0,2,0,-1,0
102.0,0,0,0,-1,0,-2,0,0,2,0,-1,0
103.0,0,0,0,-1,0,-2,0,0,2,0,-1,0
104.0,0,0,0,-1,0,-2,0,0,2,0,-1,0
105.0,0,0,0,-1,0,-2,0,0,2,0,-1,-1
106.0,0,0,0,-1,0,-2,0,0,2,0,-1,-1
107.0,0,0,0,-1,0,-2,0,0,2,0,-1,0
108.0,0,0,0,-1,0,-2,-1,0,2,0,-1,0
109.0,0,0,0,-1,0,-1,-1,0,2,0,-1,0
110.0,0,0,0,-1,0,-1,-1,0,2,0,-1,0
111.0,0,0,0,-1,0,-1,-1,0,2,0,-1,0
112.0,0,0,1,-1,0,-1,-1,0,2,0,-1,0
113.0,0,0,1,-1,0,-1,-1,0,2,0,-1,0
114.0,0,0,1,-1,0,-1,-1,0,2,0,-1,0
115.0,0,0,1,-1,0,-1,-1,0,2,0,-1,0
116.0,0,0,1,-1,0,-1,-1,0,2,0,-1,0
117.0,0,0,1,-1,0,-1,-1,0,2,0,-1,0
118.0,0,0,1,-1,0,-1,-1,0,2,0,-1,0
119.0,0,0,1,-1,0,-1,-1,0,2,0,-1,0
120.0,0,0,0,-1,0,-1,-1,0,2,0,-1,0
121.0,0,0,0,-1,0,-1,-1,0,2,0,-1,0
122.0,0,0,0,-1,0,-1,-1,0,2,0,-1,0
123.0,0,0,0,-1,0,-1,-1,0,2,0,-1,0
124.0,0,-1,0,-1,0,-2,-1,0,2,0,-1,0
125.0,0,-1,0,-1,0,-2,-1,0,2,0,-1,0
126.0,0,-1,0,-1,0,-2,-1,0,2,0,-1,0
127.0,0,-1,0,-1,0,-2,-1,0,1,0,-1,0
128.0,0,-1,0,-1,0,-2,-1,0,1,0,-1,0
129.0,0,-1,0,-1,0,-2,-1,0,1,0,-1,0
130.0,0,-1,0,-1,0,-2,-1,0,1,0,-1,0
131.0,1,-1,0,-1,0,-2,-1,0,0,0,0,1
132.0,1,-1,0,-1,0,-2,-1,0,0,0,0,1
133.0,1,-1,0,-1,0,-2,-1,0,0,0,0,1
134.0,1,-1,0,-1,0,-2,-2,0,0,0,0,1
135.0,1,-1,0,-1,0,-2,-2,0,-1,0,0,1
136.0,2,0,0,-2,0,-2,-2,0,-1,0,0,2
137.0,2,0,0,-2,0,-2,-2,0,-1,0,0,2
138.0,2,0,0,-2,0,-2,-2,-1,-2,0,0,2
139.0,3,0,0,-2,1,-2,-3,-1,-2,0,0,2
140.0,3,0,0,-2,1,-2,-3,-1,-3,0,0,3
141.0,3,0,0,-2,1,-2,-3,-1,-3,0,0,3
142.0,3,0,0,-2,1,-2,-3,-1,-3,0,1,3
143.0,4,0,-1,-2,1,-2,-4,-1,-4,0,1,4
144.0,4,0,-1,-2,1,-2,-4,-1,-4,0,1,4
145.0,4,0,-1,-3,1,-2,-4,-1,-4,0,1,4
146.0,4,1,-1,-3,2,-2,-5,-2,-4,0,1,5
147.0,5,1,-1,-3,2,-2,-5,-2,-5,0,2,5
148.0,5,1,-1,-3,2,-2,-5,-2,-5,0,2,6
149.0,5,1,-1,-3,2,-2,-6,-2,-5,0,2,6
150.0,5,1,-2,-3,2,-2,-6,-2,-5,0,2,6
151.0,6,1,-2,-3,3,-2,-6,-2,-5,0,3,7
152.0,6,1,-2,-4,3,-2,-6,-2,-6,0,3,7
153.0,7,1,-2,-4,3,-2,-7,-2,-6,0,3,8
154.0,7,1,-2,-4,3,-2,-7,-2,-6,0,3,8
155.0,8,1,-3,-4,4,-2,-7,-2,-6,0,4,9
156.0,8,1,-3,-4,4,-2,-7,-2,-6,0,4,9
157.0,8,1,-3,-4,4,-2,-7,-2,-6,0,4,9
158.0,9,2,-3,-5,4,-2,-8,-2,-6,0,5,10
159.0,9,2,-4,-5,5,-2,-8,-2,-6,0,5,11
160.0,10,2,-4,-5,5,-2,-8,-2,-6,0,6,11
161.0,10,2,-4,-5,5,-2,-8,-2,-6,0,6,11
162.0,10,2,-4,-6,6,-2,-9,-2,-6,0,6,12
163.0,11,3,-4,-6,6,-2,-9,-2,-6,0,7,12
164.0,11,3,-4,-6,6,-3,-9,-2,-6,0,7,13
165.0,11,3,-5,-6,6,-3,-9,-2,-6,1,7,13
166.0,12,4,-5,-7,7,-2,-10,-2,-6,1,8,14
167.0,12,4,-5,-7,7,-2,-10,-2,-6,1,9,14
168.0,13,5,-5,-7,7,-2,-11,-2,-6,1,9,15
169.0,13,5,-5,-8,7,-2,-11,-3,-6,2,9,15
170.0,13,6,-5,-8,7,-2,-12,-3,-6,2,10,16
171.0,14,7,-5,-8,7,-2,-12,-3,-6,3,11,17
172.0,14,8,-5,-8,7,-2,-12,-3,-6,3,11,17
173.0,14,9,-5,-9,7,-2,-13,-4,-5,3,12,18
174.0,14,10,-4,-10,8,-1,-14,-4,-4,4,13,19
175.0,15,11,-4,-10,8,-1,-14,-4,-4,5,14,20
176.0,15,12,-4,-10,8,-1,-15,-4,-3,6,15,20
177.0,15,13,-3,-11,8,0,-15,-5,-3,6,15,21
178.0,16,13,-3,-11,8,0,-15,-5,-2,7,16,22
179.0,16,14,-3,-12,8,1,-16,-5,-2,8,17,23
180.0,17,15,-3,-12,8,1,-16,-5,-2,8,18,24
181.0,17,16,-3,-13,8,1,-16,-5,-1,9,19,25
182.0,18,16,-2,-13,8,2,-16,-5,-1,10,20,26
183.0,18,17,-2,-14,8,2,-17,-5,0,11,21,27
184.0,19,17,-2,-14,8,2,-17,-5,0,11,22,27
185.0,19,17,-2,-15,9,3,-17,-5,0,12,23,29
186.0,20,17,-2,-15,9,3,-17,-4,1,12,24,30
187.0,20,17,-2,-15,9,3,-16,-4,1,13,25,30
188.0,20,16,-2,-15,9,3,-16,-4,1,13,25,31
189.0,21,15,-3,-16,10,3,-15,-3,2,13,27,32
190.0,21,14,-3,-16,10,2,-15,-2,2,13,27,32
191.0,21,13,-4,-16,10,2,-14,-2,2,14,28,33
192.0,22,13,-4,-16,11,2,-14,-1,2,14,28,33
193.0,22,10,-5,-16,11,1,-13,-1,2,13,29,34
194.0,22,9,-6,-16,12,1,-12,0,1,13,30,34
195.0,22,8,-6,-16,12,0,-12,0,1,13,30,35
196.0,23,7,-7,-16,13,0,-11,0,0,13,31,35
197.0,23,5,-8,-16,14,-1,-10,1,0,12,31,36
198.0,23,3,-9,-15,14,-2,-9,1,-1,12,32,36
199.0,23,2,-10,-15,15,-2,-8,1,-2,11,32,36
200.0,23,0,-11,-15,15,-3,-8,2,-2,11,32,37
201.0,23,-1,-13,-15,16,-4,-7,2,-3,10,33,37
202.0,23,-2,-14,-14,17,-5,-6,3,-3,9,33,38
203.0,23,-4,-15,-14,17,-6,-6,3,-3,9,33,38
204.0,23,-5,-16,-13,18,-7,-5,3,-4,8,34,38
205.0,23,-7,-17,-13,19,-8,-4,4,-4,7,34,39
206.0,23,-8,-18,-12,20,-10,-3,4,-5,6,34,39
207.0,23,-10,-20,-12,20,-11,-3,4,-6,5,34,39
208.0,23,-12,-21,-11,21,-12,-2,5,-6,4,34,39
209.0,23,-13,-22,-11,21,-13,-1,5,-7,3,34,39
210.0,22,-14,-23,-10,22,-14,-1,5,-8,2,34,39
